,algorithm,seed,feature,information_gain
0,featuretools_selection,665,Open,376737364.859375
1,featuretools_selection,665,Promo,12381727.054307375
2,featuretools_selection,665,WEEKDAY(Date) = 5,7899585.113636363
3,featuretools_selection,665,target_lagged_by_1,4802281.953653664
4,featuretools_selection,665,WEEKDAY(Date) = 0,585613.3333333334
5,featuretools_selection,665,DayOfWeek_1,837526.7894736842
6,featuretools_selection,665,WEEKDAY(Date) = 6,47681644.06798648
7,featuretools_selection,665,StateHoliday_0,27797906.85714286
8,featuretools_selection,665,DayOfWeek_2,1102906.8699677421
9,featuretools_selection,665,DayOfWeek_7,288439040.0
10,featuretools_selection,665,WEEKDAY(Date) = 4,1087736.3059210526
11,featuretools_selection,665,WEEKDAY(Date) = 2,1264250.0
12,featuretools_selection,665,DayOfWeek_3,1559816.0
13,featuretools_selection,665,DayOfWeek_5,613581.6
14,featuretools_selection,665,WEEKDAY(Date) = 1,1006649.5
15,featuretools_selection,665,StateHoliday_a,0.9124729103
0,featuretools_base,123,Open,280492934.47785527
1,featuretools_base,123,Promo,10648323.053863918
2,featuretools_base,123,DayOfWeek_6,6286349.370523809
3,featuretools_base,123,month,3844007.051922443
4,featuretools_base,123,DayOfWeek_7,68990767.04901181
5,featuretools_base,123,StateHoliday_0,95749109.79628572
6,featuretools_base,123,target_lagged_by_1,3466246.1364061073
7,featuretools_base,123,DayOfWeek_3,3266767.4615384615
8,featuretools_base,123,MONTH(Date) = 12,5828770.20095806
9,featuretools_base,123,ts_id,1790686.1978145998
10,featuretools_base,123,DayOfWeek_2,2002322.0681818181
11,featuretools_base,123,WEEKDAY(Date) = 1,2140917.3333333335
12,featuretools_base,123,SchoolHoliday,1099905.9415053744
13,featuretools_base,123,WEEKDAY(Date) = 4,2487232.0
14,featuretools_base,123,DayOfWeek_5,962695.502137931
15,featuretools_base,123,MONTH(Date) = 7,399149.9375
16,featuretools_base,123,DAY(Date) is unknown,1466878.7393200397
17,featuretools_base,123,StateHoliday_a,697735.32633315
18,featuretools_base,123,DayOfWeek_1,3514639.9564705887
19,featuretools_base,123,MONTH(Date) = 5,223756.5500206975
20,featuretools_base,123,DayOfWeek_4,747507.6351117295
21,featuretools_base,123,WEEKDAY(Date) = 6,5900959.257800001
22,featuretools_base,123,DAY(Date) = 19,639576.0
23,featuretools_base,123,MONTH(Date) = 3,647496.5761521598
24,featuretools_base,123,WEEKDAY(Date) = 0,5730720.0
25,featuretools_base,123,WEEKDAY(Date) = 5,1538584.325
26,featuretools_base,123,MONTH(Date) = 2,1065260.9426666668
27,featuretools_base,123,DAY(Date) = 22,81168.0
28,featuretools_base,123,YEAR(Date) = 2013,3.84416342
29,featuretools_base,123,DAY(Date) = 28,657676.1876000001
30,featuretools_base,123,year,729457.422
31,featuretools_base,123,WEEKDAY(Date) = 3,1233696.0
32,featuretools_base,123,MONTH(Date) is unknown,626740.9563335814
33,featuretools_base,123,MONTH(Date) = 8,2065768.5
34,featuretools_base,123,YEAR(Date) = 2014,35871.203093209086
35,featuretools_base,123,DAY(Date) = 24,917686.1124
36,featuretools_base,123,DAY(Date) = 23,1453740.7212500002
37,featuretools_base,123,DAY(Date) = 21,456543.75
0,featuretools_base,234,Open,291702043.5352564
1,featuretools_base,234,Promo,13857231.54840814
2,featuretools_base,234,DayOfWeek_6,5870708.840288889
3,featuretools_base,234,month,3869393.4132888885
4,featuretools_base,234,target_lagged_by_1,3574811.410317595
5,featuretools_base,234,MONTH(Date) = 12,8334713.260000001
6,featuretools_base,234,WEEKDAY(Date) = 5,26294272.0
7,featuretools_base,234,DayOfWeek_3,2528360.8571428573
8,featuretools_base,234,DayOfWeek_7,61542999.09805031
9,featuretools_base,234,StateHoliday_0,65499829.29103286
10,featuretools_base,234,ts_id,1735412.5819683203
11,featuretools_base,234,DayOfWeek_1,2137051.3563571433
12,featuretools_base,234,DayOfWeek_5,998397.1084705882
13,featuretools_base,234,DayOfWeek_2,1826786.1778846155
14,featuretools_base,234,WEEKDAY(Date) = 4,1369199.4375
15,featuretools_base,234,SchoolHoliday,1236306.6973429301
16,featuretools_base,234,DAY(Date) is unknown,1448756.0700357144
17,featuretools_base,234,MONTH(Date) = 7,507424.6875
18,featuretools_base,234,DAY(Date) = 19,406080.0
19,featuretools_base,234,MONTH(Date) = 3,744393.1805555555
20,featuretools_base,234,WEEKDAY(Date) = 0,3142972.0
21,featuretools_base,234,DayOfWeek_4,432735.7129458414
22,featuretools_base,234,WEEKDAY(Date) = 1,1671574.8
23,featuretools_base,234,YEAR(Date) = 2014,690210.219
24,featuretools_base,234,MONTH(Date) = 2,1002059.825
25,featuretools_base,234,MONTH(Date) = 8,1211822.58595
26,featuretools_base,234,MONTH(Date) is unknown,604377.8571428572
27,featuretools_base,234,WEEKDAY(Date) = 2,1604246.6666666667
28,featuretools_base,234,DAY(Date) = 24,960891.882875
29,featuretools_base,234,MONTH(Date) = 5,714563.0
30,featuretools_base,234,year,498349.4727
31,featuretools_base,234,WEEKDAY(Date) = 3,345325.562
32,featuretools_base,234,DAY(Date) = 23,1088799.1133333333
33,featuretools_base,234,DAY(Date) = 21,504828.125
34,featuretools_base,234,DAY(Date) = 28,570843.669
35,featuretools_base,234,MONTH(Date) = 10,342386.031
0,featuretools_base,456,DayOfWeek_7,83140415.308539
1,featuretools_base,456,StateHoliday_0,99235950.59472302
2,featuretools_base,456,Promo,12300974.98210452
3,featuretools_base,456,DayOfWeek_6,10172390.266222224
4,featuretools_base,456,month,5202588.78708632
5,featuretools_base,456,Open,300676818.734375
6,featuretools_base,456,target_lagged_by_1,5456824.757337366
7,featuretools_base,456,DayOfWeek_3,1997812.2291333333
8,featuretools_base,456,MONTH(Date) = 12,9062424.875
9,featuretools_base,456,SchoolHoliday,1055055.6492772729
10,featuretools_base,456,ts_id,2412399.4479644573
11,featuretools_base,456,WEEKDAY(Date) = 5,18573952.0
12,featuretools_base,456,DayOfWeek_5,1445531.0624761905
13,featuretools_base,456,StateHoliday_a,1502717.8689673473
14,featuretools_base,456,DAY(Date) = 25,2435904.0
15,featuretools_base,456,DayOfWeek_2,1885899.1153846155
16,featuretools_base,456,DayOfWeek_1,2767611.882352941
17,featuretools_base,456,DAY(Date) = 19,68736.0
18,featuretools_base,456,DAY(Date) is unknown,1577351.1828515602
19,featuretools_base,456,MONTH(Date) = 3,758956.5
20,featuretools_base,456,year,1924857.0
21,featuretools_base,456,DayOfWeek_4,881308.0769230769
22,featuretools_base,456,WEEKDAY(Date) = 1,1408064.0
23,featuretools_base,456,WEEKDAY(Date) = 0,2972144.0
24,featuretools_base,456,YEAR(Date) = 2014,383495.74650065
25,featuretools_base,456,DAY(Date) = 28,692744.0
26,featuretools_base,456,DAY(Date) = 23,2895803.0
27,featuretools_base,456,WEEKDAY(Date) = 3,1074040.0
28,featuretools_base,456,WEEKDAY(Date) = 4,834319.5
29,featuretools_base,456,MONTH(Date) is unknown,1092310.1
30,featuretools_base,456,MONTH(Date) = 2,1286682.75
31,featuretools_base,456,MONTH(Date) = 8,1500746.281333333
32,featuretools_base,456,WEEKDAY(Date) = 6,969858.74109
33,featuretools_base,456,DAY(Date) = 24,1117752.4166666667
0,featuretools_base,34,Open,312725939.8239437
1,featuretools_base,34,Promo,13602895.126863379
2,featuretools_base,34,DayOfWeek_6,7615475.518939394
3,featuretools_base,34,month,4657090.017934754
4,featuretools_base,34,target_lagged_by_1,4597185.412607128
5,featuretools_base,34,DayOfWeek_7,44792662.230578095
6,featuretools_base,34,StateHoliday_0,97475660.8
7,featuretools_base,34,DayOfWeek_3,3062218.653846154
8,featuretools_base,34,WEEKDAY(Date) = 5,9176626.706666667
9,featuretools_base,34,SchoolHoliday,978706.9279737985
10,featuretools_base,34,ts_id,2253952.571273283
11,featuretools_base,34,MONTH(Date) = 12,5740114.332835319
12,featuretools_base,34,DAY(Date) is unknown,1421985.7471016145
13,featuretools_base,34,DayOfWeek_2,1792451.6120689656
14,featuretools_base,34,DayOfWeek_1,3022469.7873333334
15,featuretools_base,34,StateHoliday_a,1185790.972744268
16,featuretools_base,34,DayOfWeek_5,1268509.9677
17,featuretools_base,34,DAY(Date) = 19,33856.0
18,featuretools_base,34,DayOfWeek_4,873695.6332837648
19,featuretools_base,34,WEEKDAY(Date) = 6,79006440.3208
20,featuretools_base,34,MONTH(Date) = 5,419.94734145648675
21,featuretools_base,34,WEEKDAY(Date) = 1,1312357.3333333333
22,featuretools_base,34,MONTH(Date) = 3,1172555.0
23,featuretools_base,34,DAY(Date) = 28,883413.875
24,featuretools_base,34,DAY(Date) = 23,2245515.875
25,featuretools_base,34,WEEKDAY(Date) = 0,2359489.0
26,featuretools_base,34,MONTH(Date) = 2,1246125.0
27,featuretools_base,34,year,127731.90841074333
28,featuretools_base,34,MONTH(Date) = 8,1910269.875
29,featuretools_base,34,YEAR(Date) = 2014,878717.1666666666
30,featuretools_base,34,WEEKDAY(Date) = 3,523356.0
31,featuretools_base,34,DAY(Date) = 24,989751.3
32,featuretools_base,34,MONTH(Date) = 4,306012.5
33,featuretools_base,34,MONTH(Date) = 10,24418.686281945033
0,featuretools_base,1334,Open,349069502.2256944
1,featuretools_base,1334,Promo,13949948.409660121
2,featuretools_base,1334,WEEKDAY(Date) = 5,14978003.874285715
3,featuretools_base,1334,month,4057221.929490139
4,featuretools_base,1334,target_lagged_by_1,4370487.974384567
5,featuretools_base,1334,DayOfWeek_6,5934419.5390625
6,featuretools_base,1334,DayOfWeek_3,2568123.725
7,featuretools_base,1334,SchoolHoliday,1244591.9095878375
8,featuretools_base,1334,ts_id,1924658.022064522
9,featuretools_base,1334,DayOfWeek_5,1003063.9074666667
10,featuretools_base,1334,DayOfWeek_1,2921386.5788571425
11,featuretools_base,1334,DayOfWeek_2,1477467.6916666667
12,featuretools_base,1334,DAY(Date) = 19,386865.84375
13,featuretools_base,1334,MONTH(Date) = 12,3703817.8
14,featuretools_base,1334,WEEKDAY(Date) = 1,1294936.453
15,featuretools_base,1334,MONTH(Date) = 3,608451.0
16,featuretools_base,1334,DayOfWeek_4,724253.5304926
17,featuretools_base,1334,DAY(Date) is unknown,1541247.4988561014
18,featuretools_base,1334,WEEKDAY(Date) = 3,959441.5312857142
19,featuretools_base,1334,YEAR(Date) = 2014,306317.146753575
20,featuretools_base,1334,DAY(Date) = 28,558433.3125
21,featuretools_base,1334,DayOfWeek_7,5733520.680927461
22,featuretools_base,1334,StateHoliday_0,8067680.0
23,featuretools_base,1334,WEEKDAY(Date) = 0,2299819.5833333335
24,featuretools_base,1334,DAY(Date) = 22,112568.0
25,featuretools_base,1334,MONTH(Date) = 2,1276594.25
26,featuretools_base,1334,WEEKDAY(Date) = 4,1500936.1
27,featuretools_base,1334,MONTH(Date) is unknown,1017971.6875
28,featuretools_base,1334,WEEKDAY(Date) = 2,2343965.0
29,featuretools_base,1334,DAY(Date) = 24,986119.0
30,featuretools_base,1334,DAY(Date) = 23,1396820.4635714288
31,featuretools_base,1334,MONTH(Date) = 8,285752.30199999997
32,featuretools_base,1334,year,453289.71875
33,featuretools_base,1334,DAY(Date) = 21,714962.5
34,featuretools_base,1334,StateHoliday_a,2662.35059
35,featuretools_base,1334,DAY(Date) = 20,531228.562
36,featuretools_base,1334,MONTH(Date) = 6,413154.25
0,featuretools_base,978,Open,291994791.5112055
1,featuretools_base,978,Promo,13312948.782253224
2,featuretools_base,978,DayOfWeek_6,7167816.551170732
3,featuretools_base,978,month,3200750.1858567833
4,featuretools_base,978,target_lagged_by_1,3123790.2979289703
5,featuretools_base,978,ts_id,1545559.6265560992
6,featuretools_base,978,WEEKDAY(Date) = 5,9199826.475
7,featuretools_base,978,DayOfWeek_7,127446510.70909014
8,featuretools_base,978,StateHoliday_0,103091251.90408714
9,featuretools_base,978,DayOfWeek_3,2976335.75
10,featuretools_base,978,DayOfWeek_1,1945478.6026071426
11,featuretools_base,978,SchoolHoliday,895801.1363269229
12,featuretools_base,978,MONTH(Date) = 12,3152258.2916666665
13,featuretools_base,978,DayOfWeek_2,1669132.0927000002
14,featuretools_base,978,DAY(Date) = 19,303624.0
15,featuretools_base,978,WEEKDAY(Date) = 0,3479723.56
16,featuretools_base,978,DayOfWeek_5,1330115.24884375
17,featuretools_base,978,DAY(Date) is unknown,1265475.583646651
18,featuretools_base,978,MONTH(Date) = 3,533363.6517142857
19,featuretools_base,978,DayOfWeek_4,610596.5304210527
20,featuretools_base,978,YEAR(Date) = 2014,927053.0
21,featuretools_base,978,DAY(Date) = 28,542991.0312857142
22,featuretools_base,978,DAY(Date) = 23,1336777.01
23,featuretools_base,978,MONTH(Date) is unknown,405048.6077
24,featuretools_base,978,WEEKDAY(Date) = 1,833197.0
25,featuretools_base,978,WEEKDAY(Date) = 4,1048048.224
26,featuretools_base,978,WEEKDAY(Date) = 3,748513.758
27,featuretools_base,978,year,371010.90625
28,featuretools_base,978,DAY(Date) = 24,845386.047
29,featuretools_base,978,StateHoliday_a,1051.736267125
30,featuretools_base,978,MONTH(Date) = 2,1355925.0
31,featuretools_base,978,MONTH(Date) = 8,300273.51976666664
32,featuretools_base,978,MONTH(Date) = 10,476388.961
33,featuretools_base,978,MONTH(Date) = 4,386358.3125
34,featuretools_base,978,MONTH(Date) = 5,209910.33333333334
35,featuretools_base,978,MONTH(Date) = 7,523540.17716666666
36,featuretools_base,978,MONTH(Date) = 1,109291.25
37,featuretools_base,978,MONTH(Date) = 6,335018.094
38,featuretools_base,978,DAY(Date) = 21,324860.875
39,featuretools_base,978,DAY(Date) = 27,316744.094
0,featuretools_base,1919,Open,284668651.4146761
1,featuretools_base,1919,Promo,11683378.858127778
2,featuretools_base,1919,DayOfWeek_6,6456987.940357143
3,featuretools_base,1919,month,3347978.831466871
4,featuretools_base,1919,target_lagged_by_1,3962661.7041384443
5,featuretools_base,1919,DayOfWeek_7,196861793.58831537
6,featuretools_base,1919,StateHoliday_0,184779147.2
7,featuretools_base,1919,DayOfWeek_3,2643518.875
8,featuretools_base,1919,DayOfWeek_1,2201253.6865199995
9,featuretools_base,1919,ts_id,1559323.7876041122
10,featuretools_base,1919,WEEKDAY(Date) = 6,264862485.55127
11,featuretools_base,1919,DayOfWeek_2,1739332.1194705882
12,featuretools_base,1919,DayOfWeek_5,1109989.0732000002
13,featuretools_base,1919,DAY(Date) = 19,350417.725
14,featuretools_base,1919,SchoolHoliday,1235199.6352607787
15,featuretools_base,1919,DayOfWeek_4,834546.1432500001
16,featuretools_base,1919,WEEKDAY(Date) = 1,2512146.0
17,featuretools_base,1919,MONTH(Date) = 3,769140.125
18,featuretools_base,1919,MONTH(Date) = 12,4928762.0
19,featuretools_base,1919,DAY(Date) is unknown,1464063.466586207
20,featuretools_base,1919,WEEKDAY(Date) = 0,2470559.46875
21,featuretools_base,1919,WEEKDAY(Date) = 3,806577.3333333334
22,featuretools_base,1919,WEEKDAY(Date) = 2,2316120.0
23,featuretools_base,1919,DAY(Date) = 28,605986.0626666667
24,featuretools_base,1919,MONTH(Date) = 5,998914.0
25,featuretools_base,1919,DAY(Date) = 24,1021567.2142857143
26,featuretools_base,1919,MONTH(Date) is unknown,588479.2455714286
27,featuretools_base,1919,YEAR(Date) = 2014,160.22023912
28,featuretools_base,1919,DAY(Date) = 23,1404004.7013333335
29,featuretools_base,1919,MONTH(Date) = 7,434493.4791666667
30,featuretools_base,1919,year,324506.4726130333
31,featuretools_base,1919,MONTH(Date) = 8,370194.9845
32,featuretools_base,1919,MONTH(Date) = 10,262539.812
33,featuretools_base,1919,WEEKDAY(Date) = 4,836250.5
34,featuretools_base,1919,WEEKDAY(Date) = 5,892636.875
35,featuretools_base,1919,MONTH(Date) = 2,673118.5625
36,featuretools_base,1919,DAY(Date) = 21,339845.125
0,featuretools_base,98,Open,326463547.2238806
1,featuretools_base,98,Promo,16252184.17677612
2,featuretools_base,98,DayOfWeek_6,10525877.5
3,featuretools_base,98,month,5189964.778620472
4,featuretools_base,98,target_lagged_by_1,5844905.750083334
5,featuretools_base,98,DayOfWeek_7,170530435.60047138
6,featuretools_base,98,StateHoliday_0,88526139.42857143
7,featuretools_base,98,MONTH(Date) = 12,6339695.375
8,featuretools_base,98,DayOfWeek_3,2005969.7708333333
9,featuretools_base,98,ts_id,2422610.441570601
10,featuretools_base,98,WEEKDAY(Date) = 2,3283567.25
11,featuretools_base,98,DayOfWeek_2,1998497.0795454546
12,featuretools_base,98,SchoolHoliday,1036903.1896551724
13,featuretools_base,98,DayOfWeek_1,3521964.3405555557
14,featuretools_base,98,DAY(Date) = 19,231552.0
15,featuretools_base,98,DAY(Date) is unknown,1539053.0265957448
16,featuretools_base,98,DayOfWeek_4,842625.6969000001
17,featuretools_base,98,DayOfWeek_5,1624606.130952381
18,featuretools_base,98,DAY(Date) = 23,2518018.0
19,featuretools_base,98,WEEKDAY(Date) = 5,5747904.0
20,featuretools_base,98,WEEKDAY(Date) = 4,1861975.25
21,featuretools_base,98,MONTH(Date) = 3,798985.0
22,featuretools_base,98,DAY(Date) = 22,467680.0
23,featuretools_base,98,WEEKDAY(Date) = 1,398949.8333333333
24,featuretools_base,98,WEEKDAY(Date) = 3,925928.0
25,featuretools_base,98,WEEKDAY(Date) = 0,5265592.333333333
26,featuretools_base,98,MONTH(Date) = 1,249198.0
27,featuretools_base,98,MONTH(Date) = 2,1351439.8
28,featuretools_base,98,MONTH(Date) is unknown,1347227.125
29,featuretools_base,98,DAY(Date) = 24,1230037.25
30,featuretools_base,98,DAY(Date) = 28,1174253.38
31,featuretools_base,98,StateHoliday_a,80.04400635
32,featuretools_base,98,MONTH(Date) = 4,369679.0
0,featuretools_base,2647,Open,287496882.2434353
1,featuretools_base,2647,target_lagged_by_1,2905679.240602197
2,featuretools_base,2647,Promo,9539954.409904895
3,featuretools_base,2647,DayOfWeek_6,5966955.379108693
4,featuretools_base,2647,MONTH(Date) = 12,9191736.86474625
5,featuretools_base,2647,month,3089010.141752472
6,featuretools_base,2647,DayOfWeek_3,3031768.4423076925
7,featuretools_base,2647,WEEKDAY(Date) = 5,5038993.196428572
8,featuretools_base,2647,ts_id,985364.3962085143
9,featuretools_base,2647,DayOfWeek_1,1985732.1927333334
10,featuretools_base,2647,DayOfWeek_5,785767.7792800001
11,featuretools_base,2647,DayOfWeek_2,1521436.2593999999
12,featuretools_base,2647,DayOfWeek_7,24525008.348816548
13,featuretools_base,2647,StateHoliday_0,35902399.8125
14,featuretools_base,2647,WEEKDAY(Date) = 1,801721.0
15,featuretools_base,2647,WEEKDAY(Date) = 4,814871.4184444444
16,featuretools_base,2647,SchoolHoliday,883738.8042401756
17,featuretools_base,2647,WEEKDAY(Date) = 0,2493153.9821428573
18,featuretools_base,2647,DAY(Date) = 19,413646.59400000004
19,featuretools_base,2647,DAY(Date) is unknown,1166940.814270267
20,featuretools_base,2647,MONTH(Date) = 3,404929.10056249995
21,featuretools_base,2647,DayOfWeek_4,599624.3750399998
22,featuretools_base,2647,WEEKDAY(Date) = 3,615527.698
23,featuretools_base,2647,DAY(Date) = 28,460534.7760666666
24,featuretools_base,2647,MONTH(Date) = 5,1156806.0
25,featuretools_base,2647,MONTH(Date) = 6,296220.8595
26,featuretools_base,2647,MONTH(Date) is unknown,669177.7764615385
27,featuretools_base,2647,WEEKDAY(Date) = 2,1502507.0
28,featuretools_base,2647,MONTH(Date) = 2,1052851.5124
29,featuretools_base,2647,MONTH(Date) = 8,453061.30779999995
30,featuretools_base,2647,StateHoliday_a,1240.7932735000002
31,featuretools_base,2647,DAY(Date) = 24,506494.36066666665
32,featuretools_base,2647,YEAR(Date) = 2014,56332.816437500005
33,featuretools_base,2647,DAY(Date) = 23,892484.08185
34,featuretools_base,2647,MONTH(Date) = 10,439611.165
35,featuretools_base,2647,year,166165.804625
36,featuretools_base,2647,DAY(Date) = 21,309219.06766666664
37,featuretools_base,2647,MONTH(Date) = 4,79513.1153595
38,featuretools_base,2647,DAY(Date) = 25,264075.44800000003
39,featuretools_base,2647,MONTH(Date) = 7,446697.725
40,featuretools_base,2647,DAY(Date) = 26,221148.40600000002
0,featuretools_base,12,DayOfWeek_7,146355779.23279816
1,featuretools_base,12,StateHoliday_0,207758400.0
2,featuretools_base,12,Promo,11009797.287226634
3,featuretools_base,12,DayOfWeek_6,7280893.365136364
4,featuretools_base,12,month,2545165.938846308
5,featuretools_base,12,Open,265585758.30188844
6,featuretools_base,12,target_lagged_by_1,3323825.745609376
7,featuretools_base,12,ts_id,1313865.3761925665
8,featuretools_base,12,MONTH(Date) = 12,11087648.0
9,featuretools_base,12,DayOfWeek_3,2735287.222222222
10,featuretools_base,12,WEEKDAY(Date) = 6,878806016.0
11,featuretools_base,12,WEEKDAY(Date) = 0,2714080.0
12,featuretools_base,12,DayOfWeek_1,2373288.840903226
13,featuretools_base,12,WEEKDAY(Date) = 5,7357155.776000001
14,featuretools_base,12,WEEKDAY(Date) = 4,1892506.675
15,featuretools_base,12,DayOfWeek_2,1506096.7937333332
16,featuretools_base,12,MONTH(Date) = 7,567304.4626
17,featuretools_base,12,DAY(Date) = 19,263109.7293333334
18,featuretools_base,12,SchoolHoliday,899224.8247347618
19,featuretools_base,12,DayOfWeek_5,920868.4976190472
20,featuretools_base,12,DAY(Date) is unknown,1368214.4231333104
21,featuretools_base,12,MONTH(Date) = 3,361505.51345975
22,featuretools_base,12,DayOfWeek_4,362723.9775110406
23,featuretools_base,12,WEEKDAY(Date) = 3,574115.211
24,featuretools_base,12,MONTH(Date) = 2,668375.7232857143
25,featuretools_base,12,DAY(Date) = 28,480412.546875
26,featuretools_base,12,DAY(Date) = 23,1127238.7868421052
27,featuretools_base,12,MONTH(Date) is unknown,457083.69657636364
28,featuretools_base,12,DAY(Date) = 24,800473.75
29,featuretools_base,12,MONTH(Date) = 4,384642.625
30,featuretools_base,12,MONTH(Date) = 5,523837.93775000004
31,featuretools_base,12,WEEKDAY(Date) = 2,1293837.0
32,featuretools_base,12,year,289827.6308333333
33,featuretools_base,12,MONTH(Date) = 8,318329.08412500005
34,featuretools_base,12,DAY(Date) = 20,578376.938
35,featuretools_base,12,YEAR(Date) = 2014,12515.2031
36,featuretools_base,12,DAY(Date) = 21,380748.711
37,featuretools_base,12,MONTH(Date) = 6,173093.016
38,featuretools_base,12,MONTH(Date) = 10,521638.69525
39,featuretools_base,12,DAY(Date) = 27,312625.27375000005
40,featuretools_base,12,DAY(Date) = 25,262736.781
0,featuretools_base,9,Open,342029822.9910145
1,featuretools_base,9,Promo,13708896.22875878
2,featuretools_base,9,DayOfWeek_6,7112072.600315789
3,featuretools_base,9,month,3500302.8910429594
4,featuretools_base,9,target_lagged_by_1,3681125.0687919552
5,featuretools_base,9,WEEKDAY(Date) = 5,7659862.5
6,featuretools_base,9,DayOfWeek_3,2761130.1666666665
7,featuretools_base,9,DayOfWeek_7,102318337.5357573
8,featuretools_base,9,StateHoliday_0,50208222.471913666
9,featuretools_base,9,WEEKDAY(Date) = 2,3289642.0
10,featuretools_base,9,ts_id,1588265.3046754769
11,featuretools_base,9,DayOfWeek_2,1959006.5818965517
12,featuretools_base,9,MONTH(Date) = 12,10729888.0
13,featuretools_base,9,DayOfWeek_5,1075932.8085405403
14,featuretools_base,9,DayOfWeek_1,2734530.010631579
15,featuretools_base,9,SchoolHoliday,1152192.3334014951
16,featuretools_base,9,DAY(Date) = 19,290117.5
17,featuretools_base,9,DayOfWeek_4,654918.6270967916
18,featuretools_base,9,DAY(Date) is unknown,1463377.7967722497
19,featuretools_base,9,MONTH(Date) = 3,962534.5314
20,featuretools_base,9,WEEKDAY(Date) = 3,896085.0625
21,featuretools_base,9,WEEKDAY(Date) = 1,1342326.0
22,featuretools_base,9,MONTH(Date) = 8,549485.9877142857
23,featuretools_base,9,MONTH(Date) = 2,1084206.469
24,featuretools_base,9,DAY(Date) = 24,1072988.4375
25,featuretools_base,9,MONTH(Date) is unknown,576754.3214285715
26,featuretools_base,9,YEAR(Date) = 2014,84.9191895
27,featuretools_base,9,DAY(Date) = 23,1265729.8599
28,featuretools_base,9,MONTH(Date) = 10,631941.1340000001
29,featuretools_base,9,year,881.229004
30,featuretools_base,9,DAY(Date) = 21,585641.0
31,featuretools_base,9,DAY(Date) = 28,482548.21900000004
32,featuretools_base,9,WEEKDAY(Date) = 0,1591759.25
0,featuretools_base,455,Open,354927901.6549296
1,featuretools_base,455,Promo,16596072.555318844
2,featuretools_base,455,DayOfWeek_6,8718168.472222222
3,featuretools_base,455,MONTH(Date) = 12,7396160.5
4,featuretools_base,455,month,5444841.092484537
5,featuretools_base,455,target_lagged_by_1,5325489.608278102
6,featuretools_base,455,WEEKDAY(Date) = 5,12085508.4
7,featuretools_base,455,DayOfWeek_3,2877908.138888889
8,featuretools_base,455,DayOfWeek_1,3535852.375
9,featuretools_base,455,ts_id,2451935.8273523524
10,featuretools_base,455,DayOfWeek_2,1751823.048076923
11,featuretools_base,455,SchoolHoliday,1280441.7690434784
12,featuretools_base,455,DAY(Date) = 19,153120.0
13,featuretools_base,455,DayOfWeek_4,651971.0254420526
14,featuretools_base,455,DayOfWeek_5,1381611.3365384615
15,featuretools_base,455,MONTH(Date) = 3,530370.3333333334
16,featuretools_base,455,DAY(Date) is unknown,1584799.2135416667
17,featuretools_base,455,WEEKDAY(Date) = 2,2477297.25
18,featuretools_base,455,year,1062588.0
19,featuretools_base,455,DAY(Date) = 28,822624.0
20,featuretools_base,455,WEEKDAY(Date) = 3,609576.0
21,featuretools_base,455,WEEKDAY(Date) = 1,575870.0
22,featuretools_base,455,DayOfWeek_7,2107351.884404364
23,featuretools_base,455,StateHoliday_0,1987433.893435
24,featuretools_base,455,MONTH(Date) = 2,1234537.6
25,featuretools_base,455,MONTH(Date) is unknown,1133449.7706666666
26,featuretools_base,455,MONTH(Date) = 8,1769046.8333333333
27,featuretools_base,455,MONTH(Date) = 5,718648.0
28,featuretools_base,455,WEEKDAY(Date) = 6,2621536.0
29,featuretools_base,455,MONTH(Date) = 4,341248.0
30,featuretools_base,455,DAY(Date) = 24,934698.0
0,featuretools_base,23,DayOfWeek_7,56581820.512249246
1,featuretools_base,23,StateHoliday_a,4963935.397532
2,featuretools_base,23,Promo,11859493.374390075
3,featuretools_base,23,DayOfWeek_6,9992448.861111112
4,featuretools_base,23,DAY(Date) = 26,285745.5502928333
5,featuretools_base,23,month,4957839.692675415
6,featuretools_base,23,target_lagged_by_1,4757036.009740821
7,featuretools_base,23,Open,298974796.4846154
8,featuretools_base,23,MONTH(Date) = 12,6748210.413108349
9,featuretools_base,23,WEEKDAY(Date) = 5,11902368.0
10,featuretools_base,23,StateHoliday_0,74183014.80691235
11,featuretools_base,23,ts_id,2021636.4121143548
12,featuretools_base,23,DayOfWeek_3,2978731.875
13,featuretools_base,23,WEEKDAY(Date) = 6,474451600.0
14,featuretools_base,23,SchoolHoliday,949720.7376099966
15,featuretools_base,23,DayOfWeek_2,1424524.6477272727
16,featuretools_base,23,MONTH(Date) = 5,77972.27011732062
17,featuretools_base,23,DayOfWeek_5,1521807.6302083333
18,featuretools_base,23,DAY(Date) = 19,144469.33333333334
19,featuretools_base,23,DayOfWeek_1,3753065.0
20,featuretools_base,23,MONTH(Date) = 3,620214.7382015
21,featuretools_base,23,WEEKDAY(Date) = 1,2695575.5
22,featuretools_base,23,DAY(Date) is unknown,1749617.204787234
23,featuretools_base,23,DayOfWeek_4,884947.2692307692
24,featuretools_base,23,YEAR(Date) = 2014,635307.5416666666
25,featuretools_base,23,MONTH(Date) = 10,0.0113306145
26,featuretools_base,23,MONTH(Date) = 4,44576.6279652747
27,featuretools_base,23,WEEKDAY(Date) = 4,1651764.75
28,featuretools_base,23,MONTH(Date) = 2,1320126.625
29,featuretools_base,23,MONTH(Date) = 8,1057552.2792500001
